iter	Logloss
230	0.2357715997
231	0.2357365365
232	0.2356584034
233	0.2356046827
234	0.2355998709
235	0.2355434602
236	0.2354975405
237	0.2354512341
238	0.2354008522
239	0.2353128295
240	0.2352532673
241	0.2351752943
242	0.2351062644
243	0.2350390833
244	0.2349507593
245	0.2348819794
246	0.2347983735
247	0.2347505642
248	0.2346944243
249	0.2346676379
250	0.2346192405
251	0.2345478919
252	0.2344908821
253	0.2344313783
254	0.2343628653
255	0.2342946539
256	0.2342242348
257	0.2341810811
258	0.2341536355
259	0.2341187592
260	0.2340752935
261	0.2340268928
262	0.2339820765
263	0.2339258228
264	0.2338871403
265	0.2338332993
266	0.2337950357
267	0.2337246524
268	0.2336710415
269	0.2335855989
270	0.2335236932
271	0.2334701665
272	0.2334120926
273	0.2333504357
274	0.233290095
275	0.2332282454
276	0.2331900404
277	0.2331223987
278	0.2330720574
279	0.2330396744
280	0.2329875884
281	0.2329184228
282	0.2328684216
283	0.2328316136
284	0.2327724287
285	0.2327331616
286	0.2326926496
287	0.2326561327
288	0.2326119753
289	0.2325527049
290	0.2324743119
291	0.2324457576
292	0.2323887818
293	0.2323516348
294	0.2322933498
295	0.2322558173
296	0.2322005627
297	0.2321511407
298	0.2321232577
299	0.2320856188
300	0.2320102656
301	0.2319502519
302	0.2318809233
303	0.2318438484
304	0.2317981556
305	0.2317453033
306	0.2317230686
307	0.2316666086
308	0.2316437363
309	0.2316042639
310	0.231574262
311	0.2315546211
312	0.2314837824
313	0.2314432629
314	0.2314059769
315	0.2313670098
316	0.2313334023
317	0.2312861563
318	0.2312092743
319	0.2311522116
320	0.2310985065
321	0.2310571082
322	0.2309961914
323	0.2309431449
324	0.2308905532
325	0.2308578156
326	0.2308055371
327	0.2307460948
328	0.2307187323
329	0.2306705451
330	0.2306172083
331	0.2305764302
332	0.2305157737
333	0.2304840716
334	0.2304463644
335	0.2304030171
336	0.2303758938
337	0.2303312536
338	0.2302683027
339	0.2302083155
340	0.2301743753
341	0.2301220915
342	0.2300630447
343	0.2300190767
344	0.2299647111
345	0.2299144451
346	0.2298609489
347	0.2298217531
348	0.2297986833
349	0.2297561673
350	0.2297177453
351	0.229668609
352	0.2296201243
353	0.2295630327
354	0.2295265064
355	0.2294593207
356	0.2294144257
357	0.2293767153
358	0.229324931
359	0.2293031323
360	0.2292514175
361	0.2291847842
362	0.2291402933
363	0.229126457
364	0.229096262
365	0.2290474846
366	0.2290003365
367	0.2289725548
368	0.2289283208
369	0.2288961148
370	0.2288379596
371	0.2288270408
372	0.2287919006
373	0.2287595779
374	0.228694289
375	0.2286331774
376	0.22856141
377	0.2285136096
378	0.2284710618
379	0.2284120855
380	0.2283927905
381	0.2283477309
382	0.2282921397
383	0.2282563964
384	0.2282057403
385	0.2281557534
386	0.2281033434
387	0.228066863
388	0.2279971664
389	0.2279615407
390	0.2279139275
391	0.227876273
392	0.2278505488
393	0.2278037529
394	0.2277744716
395	0.2277449848
396	0.2276932274
397	0.2276617335
398	0.227620374
399	0.2275939655
400	0.227555569
401	0.2275052725
402	0.2274507653
403	0.2273984316
404	0.2273729985
405	0.2273226549
406	0.2272910583
407	0.2272504938
408	0.2272090784
409	0.2271990763
410	0.2271674559
411	0.227123158
412	0.2270907282
413	0.2270253157
414	0.2269851201
415	0.2269425705
416	0.2268960264
417	0.2268845018
418	0.2268642014
419	0.2268217373
420	0.2267736986
421	0.2267244426
422	0.2266647534
423	0.2266499124
424	0.2266152155
425	0.2265646002
426	0.2265046373
427	0.2264781077
428	0.2264520975
429	0.2264019182
430	0.2263479971
431	0.2263117232
432	0.2262599736
433	0.2262275271
434	0.226219711
435	0.2261861898
436	0.2261383201
437	0.2260810736
438	0.2260448555
439	0.2260073902
440	0.2259524977
441	0.2258987989
442	0.2258638427
443	0.2258203444
444	0.2257774954
445	0.2257430798
446	0.2256956899
447	0.2256733486
448	0.225649958
449	0.2256176667
450	0.2255728392
451	0.2255278766
452	0.2254990916
453	0.2254402651
454	0.2254012649
455	0.2253615059
456	0.2252999481
457	0.2252620765
458	0.2252471615
459	0.2251968899
460	0.225143672
461	0.225097791
462	0.2250487893
463	0.2249783694
464	0.2249696983
465	0.224905333
466	0.2248793931
467	0.2248327195
468	0.2247871459
469	0.224740852
470	0.2246871893
471	0.2246657146
472	0.224619616
473	0.2245735924
474	0.2245111843
475	0.2244710176
476	0.2244198662
477	0.2244000866
478	0.2243429204
479	0.2243095013
480	0.2242606598
481	0.2242175254
482	0.2241861443
483	0.2241496928
484	0.2240953398
485	0.2240385643
486	0.2239845132
487	0.2239519814
488	0.2238970732
489	0.2238458713
490	0.2237864524
491	0.2237397895
492	0.2236788374
493	0.2236471737
494	0.223593187
495	0.223570549
496	0.2235263368
497	0.2234883264
498	0.2234287566
499	0.2233680503
500	0.2233419552
501	0.2233000753
502	0.2232622743
503	0.2232316742
504	0.223180316
505	0.2231054089
506	0.2230584148
507	0.2230044432
508	0.2229669077
509	0.2229361105
510	0.2228974463
511	0.2228587958
512	0.2228385029
513	0.2227949877
514	0.2227450455
515	0.2227235166
516	0.222700389
517	0.2226506679
518	0.2226144432
519	0.2225802176
520	0.222541682
521	0.222517796
522	0.2224790732
523	0.2224537704
524	0.2224389019
525	0.2223832285
526	0.2223374121
527	0.2223010241
528	0.222283315
529	0.2222472094
530	0.2222237888
531	0.2221760537
532	0.222137038
533	0.2220900538
534	0.222025077
535	0.221967855
536	0.2219179385
537	0.2218899433
538	0.221862222
539	0.2218345766
540	0.2218029009
541	0.2217763214
542	0.2217334519
543	0.2216621499
544	0.2216395131
545	0.2215874476
546	0.2215489631
547	0.2215175052
548	0.221509087
549	0.2214883894
550	0.2214393362
551	0.2213837459
552	0.2213634357
553	0.2213335792
554	0.2213150457
555	0.2212561508
556	0.2212319222
557	0.2212146418
558	0.2211504139
559	0.2211295928
560	0.2211031986
561	0.2210573099
562	0.2210050779
563	0.2209470549
564	0.2208964822
565	0.2208513634
566	0.2208075017
567	0.2207719808
568	0.2207310819
569	0.2206915246
570	0.220652016
571	0.2206321527
572	0.2205937105
573	0.2205355889
574	0.2204853628
575	0.220436427
576	0.2203933669
577	0.2203430254
578	0.2203170721
579	0.2202676323
580	0.2202213608
581	0.2201733868
582	0.2201301787
583	0.2201194068
584	0.2200634258
585	0.220007841
586	0.2199606907
587	0.2199096319
588	0.2198645594
589	0.2198299537
590	0.2197996831
591	0.2197512386
592	0.2197088635
593	0.2196820524
594	0.2196341156
595	0.2195928548
596	0.2195845827
597	0.2195303669
598	0.2194821178
599	0.2194276181
600	0.2193843633
601	0.2193541182
602	0.2192964376
603	0.2192482434
604	0.2191987241
605	0.2191750472
606	0.2191288741
607	0.2190863753
608	0.2190338927
609	0.2189802639
610	0.218938846
611	0.2188791253
612	0.2188283129
613	0.218774678
614	0.2187426911
615	0.2186892011
616	0.2186339479
617	0.2185646772
618	0.2185000375
619	0.2184458126
620	0.2184076574
621	0.2183786677
622	0.2183231871
623	0.218265505
624	0.2182243935
625	0.2181886219
626	0.2181401154
627	0.2180987654
628	0.2180675164
629	0.2180261246
630	0.2179780855
631	0.2179353963
632	0.217903105
633	0.2178858933
634	0.2178483728
635	0.2178099321
636	0.2177807821
637	0.2177236453
638	0.2176935192
639	0.2176557703
640	0.2176305833
641	0.2176058973
642	0.2175745538
643	0.2175426938
644	0.2175010373
645	0.217474381
646	0.2174206973
647	0.2173687219
648	0.2173317718
649	0.2172832474
650	0.2172736702
651	0.2172221998
652	0.2171710325
653	0.2171260055
654	0.2170821438
655	0.2170467957
656	0.2170393295
657	0.2170152117
658	0.2169586395
659	0.216925596
660	0.2169040041
661	0.2168568706
662	0.2167905997
663	0.2167204419
664	0.2166707157
665	0.2166396632
666	0.2165993563
667	0.2165758521
668	0.2165183802
669	0.2164679014
670	0.2164245253
671	0.2164041979
672	0.2163608086
673	0.2163291535
674	0.2163061043
675	0.2162803753
676	0.2162726574
677	0.2162429396
678	0.216215984
679	0.2161907245
680	0.2161510891
681	0.2161287577
682	0.2160800554
683	0.2160795525
684	0.2160552101
685	0.2160325107
686	0.2159918092
687	0.2159412937
688	0.2159006809
689	0.2158559133
690	0.2158103099
691	0.2157702676
692	0.2157355355
693	0.2157060056
694	0.2156853969
695	0.2156497452
696	0.2156172045
697	0.2155812141
698	0.2155357687
699	0.2155061803
700	0.2154450164
701	0.2153945993
702	0.2153569594
703	0.2153466685
704	0.2153010885
705	0.2152741623
706	0.215254553
707	0.2151911737
708	0.2151624418
709	0.2151134864
710	0.2150766157
711	0.2150275688
712	0.2149738145
713	0.2149192067
714	0.2148787117
715	0.214845066
716	0.2148027743
717	0.2147609022
718	0.2146935456
719	0.2146493106
720	0.2145906221
721	0.2145501916
722	0.2145043467
723	0.2144700458
724	0.2144415769
725	0.2144118632
726	0.2143717429
727	0.2143381656
728	0.2142892788
729	0.214262087
730	0.2142482873
731	0.2142106615
732	0.2141690661
733	0.2141264788
734	0.2140747213
735	0.2140404295
736	0.2140151332
737	0.2139783257
738	0.2139428864
739	0.2138978439
740	0.2138405399
741	0.2138019499
742	0.2137557725
743	0.2136886461
744	0.2136806239
745	0.2136386057
746	0.2135924352
747	0.2135491642
748	0.2135177712
749	0.213478815
750	0.2134322096
751	0.2133883256
752	0.2133237017
753	0.2132796458
754	0.2132540052
755	0.2132418071
756	0.2132101609
757	0.2131797633
758	0.2131730796
759	0.2131556256
760	0.2131170391
761	0.2130779272
762	0.2130256304
763	0.2129915668
764	0.2129424846
765	0.21289301
766	0.2128368735
767	0.212806847
768	0.2127765792
769	0.2127250912
770	0.2126826888
771	0.2126423527
772	0.2126420883
773	0.2125971142
774	0.2125693037
775	0.2125634238
776	0.2125156496
777	0.2124874169
778	0.2124524984
779	0.2124259411
780	0.2123851617
781	0.2123405217
782	0.2123119703
783	0.2122825774
784	0.2122382398
785	0.2121954759
786	0.2121647092
787	0.2121191073
788	0.2120825847
789	0.2120660427
790	0.2120309979
791	0.211999977
792	0.2119725343
793	0.2119335701
794	0.211887438
795	0.2118752309
796	0.2118527483
797	0.2118372285
798	0.2117946462
799	0.2117578805
800	0.2117295212
801	0.2116769589
802	0.2116548345
803	0.2116145951
804	0.2115781545
805	0.2115284729
806	0.2115012184
807	0.2114788279
808	0.2114493678
809	0.2114160406
810	0.2113827546
811	0.2113511185
812	0.2113295699
813	0.2112788081
814	0.2112242892
815	0.2112024214
816	0.2111600157
817	0.2111234012
818	0.2110746409
819	0.2110359203
820	0.2109993058
821	0.2109609205
822	0.2109146059
823	0.2108770332
824	0.2108387258
825	0.2108205942
826	0.2107946352
827	0.2107695279
828	0.2107153531
829	0.2106728865
830	0.2106335185
831	0.2105807484
832	0.2105388809
833	0.2105217276
834	0.2104752713
835	0.2104299926
836	0.2103657648
837	0.2103181344
838	0.2102756757
839	0.2102482361
840	0.2102338322
841	0.210192371
842	0.210164602
843	0.2101359848
844	0.2101091457
845	0.2100683039
846	0.2100367927
847	0.2100156762
848	0.2099783681
849	0.2099362883
850	0.2098798196
851	0.209836955
852	0.2097936124
853	0.2097488487
854	0.209710648
855	0.2096885262
856	0.2096374678
857	0.2095999642
858	0.2095583117
859	0.2095072459
860	0.2094607026
861	0.2094345818
862	0.2093958455
863	0.2093582381
864	0.2092985065
865	0.209272359
866	0.2092429893
867	0.2092160974
868	0.2091833235
869	0.2091663108
870	0.2091273293
871	0.2090766725
872	0.2090371547
873	0.2089995552
874	0.208976293
875	0.2089511534
876	0.2089043713
877	0.208874694
878	0.2088519225
879	0.2088472466
880	0.2088025865
881	0.208771439
882	0.2087345434
883	0.2087069703
884	0.2086789086
885	0.2086327445
886	0.2085942915
887	0.208571867
888	0.2085141964
889	0.208486086
890	0.2084557928
891	0.2084382638
892	0.2084031822
893	0.2083685284
894	0.2083283239
895	0.2082892864
896	0.2082463698
897	0.2082033713
898	0.2081736501
899	0.2081280608
900	0.2081035336
901	0.2080389746
902	0.2079949597
903	0.2079478994
904	0.2079082484
905	0.2078598461
906	0.2078211762
907	0.2078040897
908	0.2077495754
909	0.207708299
910	0.2076737094
911	0.2076277699
912	0.2075918418
913	0.207575306
914	0.2075588291
915	0.2075013712
916	0.2074688175
917	0.207428608
918	0.2073961252
919	0.2073483788
920	0.2072887931
921	0.2072702541
922	0.2072326158
923	0.2072058207
924	0.2071589117
925	0.2071107702
926	0.2070718431
927	0.2070444996
928	0.2070075023
929	0.2069702309
930	0.2069094884
931	0.2068792078
932	0.2068368981
933	0.2068118012
934	0.2067847106
935	0.206758937
936	0.2067282702
937	0.2067062446
938	0.2066678517
939	0.2066078948
940	0.2065667805
941	0.2065490671
942	0.206513543
943	0.2065046911
944	0.2064597704
945	0.2064288775
946	0.2064083165
947	0.2063696667
948	0.2063467977
949	0.2063161918
950	0.2062825782
951	0.2062484723
952	0.2062098082
953	0.206166808
954	0.2061390463
955	0.2061062971
956	0.2060597181
957	0.2060281566
958	0.2060000048
959	0.205973927
960	0.2059252434
961	0.2058749524
962	0.205843155
963	0.2058040916
964	0.2057944146
965	0.2057764718
966	0.2057593021
967	0.2057079774
968	0.2056576768
969	0.2056374708
970	0.2055977835
971	0.2055356533
972	0.2055206196
973	0.2054783746
974	0.2054328858
975	0.2054023933
976	0.2053777122
977	0.2053427818
978	0.2053131959
979	0.2052748272
980	0.2052327199
981	0.205204117
982	0.2051722207
983	0.2051371928
984	0.205121383
985	0.2050867939
986	0.205059821
987	0.2050349929
988	0.204987389
989	0.2049537112
990	0.2049234178
991	0.2048936979
992	0.2048414484
993	0.2048013217
994	0.2047687509
995	0.204727446
996	0.2046936723
997	0.2046568546
998	0.2046112801
999	0.2045764378
